"OrthologGroup" "Species1" "GeneSpecies1" "Species2" "GeneSpecies2" "Species1pVal" "Species2pval" "MaxpVal"
"OG0002550" "Lodge" "Pinsyl_asmbl_75621.p1.p1" "Scots" "Pinsyl_asmbl_75621.p1.p1" " 7.19e-91" " 5.80e-98" " 7.19e-91"
"OG0004372" "Lodge" "Pinsyl_asmbl_23744.p1.p1" "Scots" "Pinsyl_asmbl_23744.p1.p1" " 3.17e-95" " 9.67e-90" " 9.67e-90"
"OG0003765" "Lodge" "Pinsyl_asmbl_120055.p1.p1" "Scots" "Pinsyl_asmbl_120055.p1.p1" " 1.95e-89" " 2.12e-91" " 1.95e-89"
"OG0017051" "Lodge" "Pinsyl_asmbl_55275.p1.p1" "Scots" "Pinsyl_asmbl_55275.p1.p1" " 8.33e-97" " 2.36e-88" " 2.36e-88"
"OG0019979" "Lodge" "Pinsyl_asmbl_40673.p1.p1" "Scots" "Pinsyl_asmbl_40673.p1.p1" " 2.33e-99" " 3.39e-88" " 3.39e-88"
"OG0000842" "Lodge" "Pinsyl_asmbl_74448.p1.p1" "Scots" "Pinsyl_asmbl_74448.p1.p1" " 6.92e-88" " 7.08e-99" " 6.92e-88"
"OG0001474" "Lodge" "Pinsyl_asmbl_18622.p1.p1" "Scots" "Pinsyl_asmbl_18622.p1.p1" " 8.59e-88" " 1.08e-91" " 8.59e-88"
"OG0020714" "Lodge" "Pinsyl_asmbl_99453.p1.p1" "Scots" "Pinsyl_asmbl_99453.p1.p1" " 2.51e-87" " 6.89e-93" " 2.51e-87"
"OG0017522" "Lodge" "Pinsyl_asmbl_84589.p1.p1" "Scots" "Pinsyl_asmbl_84589.p1.p1" " 2.40e-89" " 6.06e-87" " 6.06e-87"
"OG0019741" "Lodge" "Pinsyl_asmbl_104704.p1.p1" "Scots" "Pinsyl_asmbl_104704.p1.p1" "1.07e-100" " 9.57e-87" " 9.57e-87"
"OG0005367" "Lodge" "Pinsyl_asmbl_70115.p1.p1" "Scots" "Pinsyl_asmbl_70115.p1.p1" " 2.79e-86" " 6.37e-96" " 2.79e-86"
"OG0013853" "Lodge" "Pinsyl_asmbl_117487.p1.p1" "Scots" "Pinsyl_asmbl_117487.p1.p1" " 3.10e-86" " 1.84e-87" " 3.10e-86"
"OG0025444" "Lodge" "Pinsyl_asmbl_135458.p1.p1" "Scots" "Pinsyl_asmbl_135458.p1.p1" " 9.01e-86" " 1.28e-96" " 9.01e-86"
"OG0006668" "Lodge" "Pinsyl_asmbl_27083.p1.p1" "Scots" "Pinsyl_asmbl_27083.p1.p1" " 5.46e-85" " 1.63e-96" " 5.46e-85"
"OG0009821" "Lodge" "Pinsyl_asmbl_600.p1.p1" "Scots" "Pinsyl_asmbl_600.p1.p1" " 8.26e-85" " 4.33e-88" " 8.26e-85"
"OG0011161" "Lodge" "Pinsyl_asmbl_88582.p1.p1" "Scots" "Pinsyl_asmbl_88582.p1.p1" " 1.17e-84" " 5.92e-88" " 1.17e-84"
"OG0025050" "Lodge" "Pinsyl_asmbl_23713.p1.p1" "Scots" "Pinsyl_asmbl_23713.p1.p1" " 1.28e-84" " 3.62e-86" " 1.28e-84"
"OG0017000" "Lodge" "Pinsyl_asmbl_19220.p1.p1" "Scots" "Pinsyl_asmbl_19220.p1.p1" " 5.59e-86" " 7.97e-84" " 7.97e-84"
"OG0019972" "Lodge" "Pinsyl_asmbl_93208.p1.p1" "Scots" "Pinsyl_asmbl_93208.p1.p1" " 4.49e-89" " 1.23e-82" " 1.23e-82"
"OG0017213" "Lodge" "Pinsyl_asmbl_100230.p1.p1" "Scots" "Pinsyl_asmbl_100230.p1.p1" " 1.45e-82" " 1.14e-86" " 1.45e-82"
"OG0017437" "Lodge" "Pinsyl_asmbl_28994.p1.p1" "Scots" "Pinsyl_asmbl_28994.p1.p1" " 3.66e-82" " 3.66e-83" " 3.66e-82"
"OG0002839" "Lodge" "Pinsyl_asmbl_50466.p1.p1" "Scots" "Pinsyl_asmbl_50466.p1.p1" " 4.48e-82" " 4.19e-83" " 4.48e-82"
"OG0024739" "Lodge" "Pinsyl_asmbl_44883.p2.p1" "Scots" "Pinsyl_asmbl_44883.p2.p1" " 6.99e-83" " 9.43e-82" " 9.43e-82"
"OG0019524" "Lodge" "Pinsyl_asmbl_114317.p1.p1" "Scots" "Pinsyl_asmbl_114317.p1.p1" " 3.24e-82" " 1.31e-81" " 1.31e-81"
"OG0008960" "Lodge" "Pinsyl_asmbl_131312.p1.p1" "Scots" "Pinsyl_asmbl_131312.p1.p1" " 6.18e-84" " 3.78e-81" " 3.78e-81"
"OG0010417" "Lodge" "Pinsyl_asmbl_33271.p1.p1" "Scots" "Pinsyl_asmbl_33271.p1.p1" " 4.18e-81" " 1.12e-89" " 4.18e-81"
"OG0004676" "Lodge" "Pinsyl_asmbl_25902.p1.p1" "Scots" "Pinsyl_asmbl_25902.p1.p1" " 9.96e-81" " 9.90e-93" " 9.96e-81"
"OG0003982" "Lodge" "Pinsyl_asmbl_16001.p1.p1" "Scots" "Pinsyl_asmbl_16001.p1.p1" " 2.13e-81" " 1.67e-80" " 1.67e-80"
"OG0011764" "Lodge" "Pinsyl_asmbl_31004.p1.p1" "Scots" "Pinsyl_asmbl_31004.p1.p1" " 1.45e-82" " 2.74e-80" " 2.74e-80"
"OG0020180" "Lodge" "Pinsyl_asmbl_51114.p1.p1" "Scots" "Pinsyl_asmbl_51114.p1.p1" " 1.29e-84" " 2.83e-80" " 2.83e-80"
"OG0007242" "Lodge" "Pinsyl_asmbl_105742.p1.p1" "Scots" "Pinsyl_asmbl_105742.p1.p1" " 6.17e-81" " 4.00e-80" " 4.00e-80"
"OG0017128" "Lodge" "Pinsyl_asmbl_69651.p1.p1" "Scots" "Pinsyl_asmbl_69651.p1.p1" " 4.59e-80" " 2.39e-87" " 4.59e-80"
"OG0016916" "Lodge" "Pinsyl_asmbl_85810.p1.p1" "Scots" "Pinsyl_asmbl_85810.p1.p1" " 2.97e-80" " 5.63e-80" " 5.63e-80"
"OG0019606" "Lodge" "Pinsyl_asmbl_2063.p1.p1" "Scots" "Pinsyl_asmbl_2063.p1.p1" " 6.17e-80" " 2.09e-87" " 6.17e-80"
"OG0015209" "Lodge" "Pinsyl_asmbl_72884.p1.p1" "Scots" "Pinsyl_asmbl_72884.p1.p1" " 2.59e-79" " 4.13e-90" " 2.59e-79"
"OG0017217" "Lodge" "Pinsyl_asmbl_40387.p1.p1" "Scots" "Pinsyl_asmbl_40387.p1.p1" " 2.42e-87" " 2.72e-79" " 2.72e-79"
"OG0012424" "Lodge" "Pinsyl_asmbl_24591.p4.p1" "Scots" "Pinsyl_asmbl_24591.p4.p1" " 7.18e-82" " 5.65e-79" " 5.65e-79"
"OG0015215" "Lodge" "Pinsyl_asmbl_75421.p1.p1" "Scots" "Pinsyl_asmbl_75421.p1.p1" " 7.21e-78" " 2.04e-81" " 7.21e-78"
"OG0012779" "Lodge" "Pinsyl_asmbl_30744.p1.p1" "Scots" "Pinsyl_asmbl_30744.p1.p1" " 2.04e-77" " 4.83e-79" " 2.04e-77"
"OG0001692" "Lodge" "Pinsyl_asmbl_94524.p1.p1" "Scots" "Pinsyl_asmbl_94524.p1.p1" " 2.48e-77" " 2.28e-81" " 2.48e-77"
"OG0020210" "Lodge" "Pinsyl_asmbl_85545.p1.p1" "Scots" "Pinsyl_asmbl_85545.p1.p1" " 2.95e-77" " 9.86e-94" " 2.95e-77"
"OG0005384" "Lodge" "Pinsyl_asmbl_108594.p1.p1" "Scots" "Pinsyl_asmbl_108594.p1.p1" " 4.09e-82" " 8.37e-77" " 8.37e-77"
"OG0008502" "Lodge" "Pinsyl_asmbl_62200.p1.p1" "Scots" "Pinsyl_asmbl_62200.p1.p1" " 7.71e-77" " 4.30e-76" " 4.30e-76"
"OG0019773" "Lodge" "Pinsyl_asmbl_77038.p1.p1" "Scots" "Pinsyl_asmbl_77038.p1.p1" " 4.35e-76" " 1.05e-80" " 4.35e-76"
"OG0013830" "Lodge" "Pinsyl_asmbl_24804.p1.p1" "Scots" "Pinsyl_asmbl_24804.p1.p1" " 3.66e-80" " 5.30e-76" " 5.30e-76"
"OG0015387" "Lodge" "Pinsyl_asmbl_97226.p1.p1" "Scots" "Pinsyl_asmbl_97226.p1.p1" " 7.83e-79" " 5.60e-76" " 5.60e-76"
"OG0004969" "Lodge" "Pinsyl_asmbl_65605.p1.p1" "Scots" "Pinsyl_asmbl_65605.p1.p1" " 5.96e-75" " 9.79e-80" " 5.96e-75"
"OG0005754" "Lodge" "Pinsyl_asmbl_3456.p1.p1" "Scots" "Pinsyl_asmbl_3456.p1.p1" " 6.92e-75" " 3.36e-90" " 6.92e-75"
"OG0002973" "Lodge" "Pinsyl_asmbl_55737.p1.p1" "Scots" "Pinsyl_asmbl_55737.p1.p1" " 7.59e-75" " 1.38e-76" " 7.59e-75"
"OG0019656" "Lodge" "Pinsyl_asmbl_46080.p1.p1" "Scots" "Pinsyl_asmbl_46080.p1.p1" " 1.68e-86" " 1.15e-74" " 1.15e-74"
"OG0019512" "Lodge" "Pinsyl_asmbl_78106.p1.p1" "Scots" "Pinsyl_asmbl_78106.p1.p1" " 1.59e-74" " 3.33e-76" " 1.59e-74"
"OG0004265" "Lodge" "Pinsyl_asmbl_24024.p1.p1" "Scots" "Pinsyl_asmbl_24024.p1.p1" " 1.84e-73" " 2.91e-85" " 1.84e-73"
"OG0019553" "Lodge" "Pinsyl_asmbl_25686.p1.p1" "Scots" "Pinsyl_asmbl_25686.p1.p1" " 1.24e-76" " 5.30e-73" " 5.30e-73"
"OG0017127" "Lodge" "Pinsyl_asmbl_69656.p1.p1" "Scots" "Pinsyl_asmbl_69656.p1.p1" " 1.51e-73" " 2.46e-72" " 2.46e-72"
"OG0013152" "Lodge" "Pinsyl_asmbl_81975.p1.p1" "Scots" "Pinsyl_asmbl_81975.p1.p1" " 2.79e-72" " 7.22e-79" " 2.79e-72"
"OG0009894" "Lodge" "Pinsyl_asmbl_104187.p1.p1" "Scots" "Pinsyl_asmbl_104187.p1.p1" " 6.67e-72" " 3.16e-84" " 6.67e-72"
"OG0011761" "Lodge" "Pinsyl_asmbl_93069.p1.p1" "Scots" "Pinsyl_asmbl_93069.p1.p1" " 1.38e-71" " 2.82e-77" " 1.38e-71"
"OG0012760" "Lodge" "Pinsyl_asmbl_42903.p1.p1" "Scots" "Pinsyl_asmbl_42903.p1.p1" " 1.95e-71" " 4.98e-82" " 1.95e-71"
"OG0017348" "Lodge" "Pinsyl_asmbl_87897.p1.p1" "Scots" "Pinsyl_asmbl_87897.p1.p1" " 2.56e-71" " 1.08e-74" " 2.56e-71"
"OG0013828" "Lodge" "Pinsyl_asmbl_111452.p1.p1" "Scots" "Pinsyl_asmbl_111452.p1.p1" " 2.86e-70" " 2.07e-81" " 2.86e-70"
"OG0001508" "Lodge" "Pinsyl_asmbl_87551.p1.p1" "Scots" "Pinsyl_asmbl_87551.p1.p1" " 1.96e-74" " 3.05e-70" " 3.05e-70"
"OG0006074" "Lodge" "Pinsyl_asmbl_119310.p1.p1" "Scots" "Pinsyl_asmbl_119310.p1.p1" " 5.46e-70" " 1.26e-81" " 5.46e-70"
"OG0019764" "Lodge" "Pinsyl_asmbl_31660.p1.p1" "Scots" "Pinsyl_asmbl_31660.p1.p1" " 7.36e-70" " 2.12e-72" " 7.36e-70"
"OG0007425" "Lodge" "Pinsyl_asmbl_45648.p1.p1" "Scots" "Pinsyl_asmbl_45648.p1.p1" " 8.56e-70" " 1.50e-75" " 8.56e-70"
"OG0003180" "Lodge" "Pinsyl_asmbl_113268.p1.p1" "Scots" "Pinsyl_asmbl_113268.p1.p1" " 1.37e-69" " 3.26e-74" " 1.37e-69"
"OG0020035" "Lodge" "Pinsyl_asmbl_17865.p1.p1" "Scots" "Pinsyl_asmbl_17865.p1.p1" " 2.16e-70" " 2.45e-69" " 2.45e-69"
"OG0006355" "Lodge" "Pinsyl_asmbl_52548.p1.p1" "Scots" "Pinsyl_asmbl_52548.p1.p1" " 3.31e-69" " 2.45e-72" " 3.31e-69"
"OG0016855" "Lodge" "Pinsyl_asmbl_139188.p1.p1" "Scots" "Pinsyl_asmbl_139188.p1.p1" " 1.55e-68" " 5.83e-73" " 1.55e-68"
"OG0015216" "Lodge" "Pinsyl_asmbl_29225.p1.p1" "Scots" "Pinsyl_asmbl_29225.p1.p1" " 1.44e-69" " 5.15e-68" " 5.15e-68"
"OG0013392" "Lodge" "Pinsyl_asmbl_120383.p1.p1" "Scots" "Pinsyl_asmbl_120383.p1.p1" " 1.97e-67" " 1.26e-68" " 1.97e-67"
"OG0009477" "Lodge" "Pinsyl_asmbl_59169.p1.p1" "Scots" "Pinsyl_asmbl_59169.p1.p1" " 4.96e-67" " 1.44e-66" " 1.44e-66"
"OG0015314" "Lodge" "Pinsyl_asmbl_137741.p1.p1" "Scots" "Pinsyl_asmbl_137741.p1.p1" " 3.80e-71" " 2.05e-66" " 2.05e-66"
"OG0020139" "Lodge" "Pinsyl_asmbl_63694.p1.p1" "Scots" "Pinsyl_asmbl_63694.p1.p1" " 1.04e-68" " 2.26e-66" " 2.26e-66"
"OG0019689" "Lodge" "Pinsyl_asmbl_69425.p1.p1" "Scots" "Pinsyl_asmbl_69425.p1.p1" " 2.30e-66" " 7.33e-72" " 2.30e-66"
"OG0008428" "Lodge" "Pinsyl_asmbl_47166.p1.p1" "Scots" "Pinsyl_asmbl_47166.p1.p1" " 3.49e-71" " 5.71e-66" " 5.71e-66"
"OG0020278" "Lodge" "Pinsyl_asmbl_130010.p1.p1" "Scots" "Pinsyl_asmbl_130010.p1.p1" " 7.56e-73" " 6.94e-66" " 6.94e-66"
"OG0000843" "Lodge" "Pinsyl_asmbl_53614.p1.p1" "Scots" "Pinsyl_asmbl_53614.p1.p1" " 1.50e-65" " 1.04e-70" " 1.50e-65"
"OG0003844" "Lodge" "Pinsyl_asmbl_886.p1.p1" "Scots" "Pinsyl_asmbl_886.p1.p1" " 3.92e-65" " 7.49e-65" " 7.49e-65"
"OG0005818" "Lodge" "Pinsyl_asmbl_86220.p1.p1" "Scots" "Pinsyl_asmbl_86220.p1.p1" " 1.09e-64" " 1.19e-66" " 1.09e-64"
"OG0009189" "Lodge" "Pinsyl_asmbl_118495.p1.p1" "Scots" "Pinsyl_asmbl_118495.p1.p1" " 2.67e-64" " 5.05e-74" " 2.67e-64"
"OG0020566" "Lodge" "Pinsyl_asmbl_20323.p1.p1" "Scots" "Pinsyl_asmbl_20323.p1.p1" " 2.93e-64" " 1.35e-76" " 2.93e-64"
"OG0010786" "Lodge" "Pinsyl_asmbl_27073.p1.p1" "Scots" "Pinsyl_asmbl_27073.p1.p1" " 3.83e-64" " 8.87e-66" " 3.83e-64"
"OG0012693" "Lodge" "Pinsyl_asmbl_109342.p1.p1" "Scots" "Pinsyl_asmbl_109342.p1.p1" " 6.43e-64" " 2.22e-67" " 6.43e-64"
"OG0020277" "Lodge" "Pinsyl_asmbl_129993.p1.p1" "Scots" "Pinsyl_asmbl_129993.p1.p1" " 2.50e-63" " 3.86e-71" " 2.50e-63"
"OG0002089" "Lodge" "Pinsyl_asmbl_40832.p1.p1" "Scots" "Pinsyl_asmbl_40832.p1.p1" " 1.24e-62" " 6.78e-66" " 1.24e-62"
"OG0010195" "Lodge" "Pinsyl_asmbl_5503.p1.p1" "Scots" "Pinsyl_asmbl_5503.p1.p1" " 2.85e-62" " 4.51e-64" " 2.85e-62"
"OG0013779" "Lodge" "Pinsyl_asmbl_68273.p1.p1" "Scots" "Pinsyl_asmbl_68273.p1.p1" " 1.10e-61" " 4.29e-72" " 1.10e-61"
"OG0013867" "Lodge" "Pinsyl_asmbl_59007.p1.p1" "Scots" "Pinsyl_asmbl_59007.p1.p1" " 3.40e-62" " 1.92e-61" " 1.92e-61"
"OG0016704" "Lodge" "Pinsyl_asmbl_44535.p1.p1" "Scots" "Pinsyl_asmbl_44535.p1.p1" " 2.52e-65" " 3.03e-61" " 3.03e-61"
"OG0015548" "Lodge" "Pinsyl_asmbl_121202.p1.p1" "Scots" "Pinsyl_asmbl_121202.p1.p1" " 4.82e-67" " 3.53e-61" " 3.53e-61"
"OG0019835" "Lodge" "Pinsyl_asmbl_77979.p1.p1" "Scots" "Pinsyl_asmbl_77979.p1.p1" " 3.88e-61" " 1.38e-64" " 3.88e-61"
"OG0020618" "Lodge" "Pinsyl_asmbl_81436.p1.p1" "Scots" "Pinsyl_asmbl_81436.p1.p1" " 5.07e-61" " 8.99e-66" " 5.07e-61"
"OG0019755" "Lodge" "Pinsyl_asmbl_127175.p1.p1" "Scots" "Pinsyl_asmbl_127175.p1.p1" " 1.06e-63" " 5.13e-61" " 5.13e-61"
"OG0020022" "Lodge" "Pinsyl_asmbl_35850.p1.p1" "Scots" "Pinsyl_asmbl_35850.p1.p1" " 8.86e-61" " 8.44e-61" " 8.86e-61"
"OG0004545" "Lodge" "Pinsyl_asmbl_72592.p1.p1" "Scots" "Pinsyl_asmbl_72592.p1.p1" " 1.48e-60" " 1.39e-63" " 1.48e-60"
"OG0006118" "Lodge" "Pinsyl_asmbl_116776.p1.p1" "Scots" "Pinsyl_asmbl_116776.p1.p1" " 2.29e-62" " 2.52e-60" " 2.52e-60"
"OG0020399" "Lodge" "Pinsyl_asmbl_33923.p1.p1" "Scots" "Pinsyl_asmbl_33923.p1.p1" " 8.47e-60" " 2.68e-65" " 8.47e-60"
"OG0025455" "Lodge" "Pinsyl_asmbl_115187.p1.p1" "Scots" "Pinsyl_asmbl_115187.p1.p1" " 1.07e-59" " 1.89e-61" " 1.07e-59"
"OG0020012" "Lodge" "Pinsyl_asmbl_93382.p1.p1" "Scots" "Pinsyl_asmbl_93382.p1.p1" " 2.05e-59" " 1.05e-66" " 2.05e-59"
"OG0014077" "Lodge" "Pinsyl_asmbl_33011.p1.p1" "Scots" "Pinsyl_asmbl_33011.p1.p1" " 3.92e-63" " 6.33e-59" " 6.33e-59"
"OG0009925" "Lodge" "Pinsyl_asmbl_54663.p1.p1" "Scots" "Pinsyl_asmbl_54663.p1.p1" " 9.19e-59" " 9.95e-63" " 9.19e-59"
"OG0017099" "Lodge" "Pinsyl_asmbl_137332.p1.p1" "Scots" "Pinsyl_asmbl_137332.p1.p1" " 1.48e-58" " 2.48e-68" " 1.48e-58"
"OG0020065" "Lodge" "Pinsyl_asmbl_41941.p1.p1" "Scots" "Pinsyl_asmbl_41941.p1.p1" " 5.97e-63" " 2.48e-58" " 2.48e-58"
"OG0005030" "Lodge" "Pinsyl_asmbl_109750.p1.p1" "Scots" "Pinsyl_asmbl_109750.p1.p1" " 6.09e-62" " 2.49e-58" " 2.49e-58"
"OG0017523" "Lodge" "Pinsyl_asmbl_84837.p1.p1" "Scots" "Pinsyl_asmbl_84837.p1.p1" " 4.01e-58" " 1.94e-58" " 4.01e-58"
"OG0017516" "Lodge" "Pinsyl_asmbl_35223.p1.p1" "Scots" "Pinsyl_asmbl_35223.p1.p1" " 4.33e-58" " 6.39e-67" " 4.33e-58"
"OG0007676" "Lodge" "Pinsyl_asmbl_86091.p1.p1" "Scots" "Pinsyl_asmbl_86091.p1.p1" " 1.65e-60" " 4.91e-58" " 4.91e-58"
"OG0013819" "Lodge" "Pinsyl_asmbl_75827.p1.p1" "Scots" "Pinsyl_asmbl_75827.p1.p1" " 6.23e-58" " 5.67e-61" " 6.23e-58"
"OG0025452" "Lodge" "Pinsyl_asmbl_79882.p1.p1" "Scots" "Pinsyl_asmbl_79882.p1.p1" " 6.45e-58" " 2.19e-64" " 6.45e-58"
"OG0020583" "Lodge" "Pinsyl_asmbl_119575.p1.p1" "Scots" "Pinsyl_asmbl_119575.p1.p1" " 5.15e-64" " 6.90e-58" " 6.90e-58"
"OG0011697" "Lodge" "Pinsyl_asmbl_86607.p1.p1" "Scots" "Pinsyl_asmbl_86607.p1.p1" " 1.95e-60" " 3.24e-57" " 3.24e-57"
"OG0020145" "Lodge" "Pinsyl_asmbl_106990.p1.p1" "Scots" "Pinsyl_asmbl_106990.p1.p1" " 4.78e-57" " 1.59e-68" " 4.78e-57"
"OG0024746" "Lodge" "Pinsyl_asmbl_78264.p1.p1" "Scots" "Pinsyl_asmbl_78264.p1.p1" " 6.05e-62" " 1.36e-55" " 1.36e-55"
"OG0009168" "Lodge" "Pinsyl_asmbl_12984.p1.p1" "Scots" "Pinsyl_asmbl_12984.p1.p1" " 4.10e-62" " 3.91e-55" " 3.91e-55"
"OG0003749" "Lodge" "Pinsyl_asmbl_21081.p1.p1" "Scots" "Pinsyl_asmbl_21081.p1.p1" " 4.07e-55" " 1.07e-57" " 4.07e-55"
"OG0019739" "Lodge" "Pinsyl_asmbl_101033.p1.p1" "Scots" "Pinsyl_asmbl_101033.p1.p1" " 5.38e-55" " 1.18e-66" " 5.38e-55"
"OG0003571" "Lodge" "Pinsyl_asmbl_64230.p1.p1" "Scots" "Pinsyl_asmbl_64230.p1.p1" " 7.00e-59" " 7.69e-55" " 7.69e-55"
"OG0020358" "Lodge" "Pinsyl_asmbl_115047.p1.p1" "Scots" "Pinsyl_asmbl_115047.p1.p1" " 2.82e-54" " 4.73e-57" " 2.82e-54"
"OG0007210" "Lodge" "Pinsyl_asmbl_35800.p1.p1" "Scots" "Pinsyl_asmbl_35800.p1.p1" " 7.16e-54" " 1.18e-56" " 7.16e-54"
"OG0019806" "Lodge" "Pinsyl_asmbl_58351.p1.p1" "Scots" "Pinsyl_asmbl_58351.p1.p1" " 8.87e-54" " 6.10e-54" " 8.87e-54"
"OG0006918" "Lodge" "Pinsyl_asmbl_59410.p1.p1" "Scots" "Pinsyl_asmbl_59410.p1.p1" " 9.20e-54" " 4.41e-55" " 9.20e-54"
"OG0013816" "Lodge" "Pinsyl_asmbl_100763.p1.p1" "Scots" "Pinsyl_asmbl_100763.p1.p1" " 1.77e-56" " 1.19e-53" " 1.19e-53"
"OG0019655" "Lodge" "Pinsyl_asmbl_46079.p1.p1" "Scots" "Pinsyl_asmbl_46079.p1.p1" " 8.93e-55" " 1.37e-53" " 1.37e-53"
"OG0017533" "Lodge" "Pinsyl_asmbl_120643.p1.p1" "Scots" "Pinsyl_asmbl_120643.p1.p1" " 1.92e-53" " 3.25e-56" " 1.92e-53"
"OG0017340" "Lodge" "Pinsyl_asmbl_31476.p1.p1" "Scots" "Pinsyl_asmbl_31476.p1.p1" " 3.03e-53" " 1.38e-64" " 3.03e-53"
"OG0013841" "Lodge" "Pinsyl_asmbl_99911.p1.p1" "Scots" "Pinsyl_asmbl_99911.p1.p1" " 8.42e-53" " 1.35e-55" " 8.42e-53"
"OG0017031" "Lodge" "Pinsyl_asmbl_102049.p1.p1" "Scots" "Pinsyl_asmbl_102049.p1.p1" " 3.84e-53" " 1.55e-52" " 1.55e-52"
"OG0008505" "Lodge" "Pinsyl_asmbl_112345.p1.p1" "Scots" "Pinsyl_asmbl_112345.p1.p1" " 6.75e-52" " 1.97e-58" " 6.75e-52"
"OG0019673" "Lodge" "Pinsyl_asmbl_27476.p1.p1" "Scots" "Pinsyl_asmbl_27476.p1.p1" " 7.17e-52" " 4.66e-54" " 7.17e-52"
"OG0006188" "Lodge" "Pinsyl_asmbl_62319.p2.p1" "Scots" "Pinsyl_asmbl_62319.p2.p1" " 1.86e-51" " 1.24e-52" " 1.86e-51"
"OG0003148" "Lodge" "Pinsyl_asmbl_60749.p1.p1" "Scots" "Pinsyl_asmbl_60749.p1.p1" " 2.11e-51" " 3.89e-55" " 2.11e-51"
"OG0003951" "Lodge" "Pinsyl_asmbl_95024.p1.p1" "Scots" "Pinsyl_asmbl_95024.p1.p1" " 5.91e-51" " 6.04e-54" " 5.91e-51"
"OG0020292" "Lodge" "Pinsyl_asmbl_49090.p1.p1" "Scots" "Pinsyl_asmbl_49090.p1.p1" " 1.31e-50" " 1.82e-62" " 1.31e-50"
"OG0020036" "Lodge" "Pinsyl_asmbl_142718.p1.p1" "Scots" "Pinsyl_asmbl_142718.p1.p1" " 8.67e-52" " 1.48e-50" " 1.48e-50"
"OG0020365" "Lodge" "Pinsyl_asmbl_115219.p1.p1" "Scots" "Pinsyl_asmbl_115219.p1.p1" " 5.65e-50" " 1.92e-51" " 5.65e-50"
"OG0019968" "Lodge" "Pinsyl_asmbl_71056.p1.p1" "Scots" "Pinsyl_asmbl_71056.p1.p1" " 4.01e-53" " 7.59e-50" " 7.59e-50"
"OG0002061" "Lodge" "Pinsyl_asmbl_15484.p1.p1" "Scots" "Pinsyl_asmbl_15484.p1.p1" " 2.55e-51" " 7.75e-50" " 7.75e-50"
"OG0020515" "Lodge" "Pinsyl_asmbl_105964.p1.p1" "Scots" "Pinsyl_asmbl_105964.p1.p1" " 9.04e-50" " 7.65e-62" " 9.04e-50"
"OG0010940" "Lodge" "Pinsyl_asmbl_122310.p1.p1" "Scots" "Pinsyl_asmbl_122310.p1.p1" " 1.17e-49" " 1.14e-50" " 1.17e-49"
"OG0012815" "Lodge" "Pinsyl_asmbl_133407.p2.p1" "Scots" "Pinsyl_asmbl_133407.p2.p1" " 1.84e-49" " 1.44e-53" " 1.84e-49"
"OG0010384" "Lodge" "Pinsyl_asmbl_12793.p1.p1" "Scots" "Pinsyl_asmbl_12793.p1.p1" " 2.04e-49" " 1.12e-53" " 2.04e-49"
"OG0014106" "Lodge" "Pinsyl_asmbl_83793.p1.p1" "Scots" "Pinsyl_asmbl_83793.p1.p1" " 2.58e-49" " 2.55e-51" " 2.58e-49"
"OG0019825" "Lodge" "Pinsyl_asmbl_12182.p1.p1" "Scots" "Pinsyl_asmbl_12182.p1.p1" " 6.55e-52" " 5.34e-49" " 5.34e-49"
"OG0009987" "Lodge" "Pinsyl_asmbl_80567.p1.p1" "Scots" "Pinsyl_asmbl_80567.p1.p1" " 5.70e-49" " 1.08e-49" " 5.70e-49"
"OG0020552" "Lodge" "Pinsyl_asmbl_47037.p1.p1" "Scots" "Pinsyl_asmbl_47037.p1.p1" " 9.03e-49" " 3.41e-53" " 9.03e-49"
"OG0019908" "Lodge" "Pinsyl_asmbl_52637.p1.p1" "Scots" "Pinsyl_asmbl_52637.p1.p1" " 4.41e-49" " 9.70e-49" " 9.70e-49"
"OG0003827" "Lodge" "Pinsyl_asmbl_61251.p1.p1" "Scots" "Pinsyl_asmbl_61251.p1.p1" " 6.01e-55" " 1.47e-48" " 1.47e-48"
"OG0015442" "Lodge" "Pinsyl_asmbl_11592.p1.p1" "Scots" "Pinsyl_asmbl_11592.p1.p1" " 1.21e-50" " 6.41e-48" " 6.41e-48"
"OG0020048" "Lodge" "Pinsyl_asmbl_104387.p1.p1" "Scots" "Pinsyl_asmbl_104387.p1.p1" " 1.19e-47" " 1.65e-50" " 1.19e-47"
"OG0003285" "Lodge" "Pinsyl_asmbl_42088.p1.p1" "Scots" "Pinsyl_asmbl_42088.p1.p1" " 3.87e-47" " 5.91e-50" " 3.87e-47"
"OG0007093" "Lodge" "Pinsyl_asmbl_99403.p1.p1" "Scots" "Pinsyl_asmbl_99403.p1.p1" " 9.45e-48" " 1.24e-46" " 1.24e-46"
"OG0003840" "Lodge" "Pinsyl_asmbl_65227.p1.p1" "Scots" "Pinsyl_asmbl_65227.p1.p1" " 1.87e-46" " 8.47e-56" " 1.87e-46"
"OG0012825" "Lodge" "Pinsyl_asmbl_102298.p1.p1" "Scots" "Pinsyl_asmbl_102298.p1.p1" " 2.87e-50" " 1.97e-46" " 1.97e-46"
"OG0017509" "Lodge" "Pinsyl_asmbl_60464.p1.p1" "Scots" "Pinsyl_asmbl_60464.p1.p1" " 7.25e-46" " 1.13e-52" " 7.25e-46"
